slug,company_name,game_count,role_kind,logo_file,logo_type,authentic_logo,confidence,requires_manual_review,selected_qid,selected_entity_label,entity_resolution_method,source_filename,source_page_url,image_source_url,source_license,source_license_url,source_credit,source_artist,official_websites,wikidata_url,wikipedia_es_url,wikipedia_en_url,regionatlas_url,company_inception,company_dissolved,parent_organization_qids,owner_qids,predecessor_qids,successor_qids,mime,width,height,sha256,notes
limited-run-games-atlus,"Limited Run Games, Atlus",6,publisher,company-logos/limited-run-games-atlus.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-atlus,,,,,,,image/svg+xml,1200,600,89163db8fce6ad42bae0c043de395f32be4850b504935031088483031a40a9ba,Composite credit: split companies before assigning individual logos.
mad-catz,Mad Catz,6,both,company-logos/mad-catz.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q6725925,Mad Catz,WIKIDATA_SEARCH_EXACT_LABEL,Mad-Catz-Logo.png,https://commons.wikimedia.org/wiki/File:Mad-Catz-Logo.png,https://upload.wikimedia.org/wikipedia/commons/b/bc/Mad-Catz-Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Own work,"Mad Catz Interactive, Inc.",http://www.madcatz.com/,https://www.wikidata.org/wiki/Q6725925,,https://en.wikipedia.org/wiki/Mad_Catz,https://www.regionatlas.games/compania/mad-catz,+1989-00-00T00:00:00Z,,,,,,image/png,432,432,d85020a2ce277f207f74e33d51235425c272ba44194ff5349d039c0d78520161,
mastertronic-group,Mastertronic Group Limited,6,publisher,company-logos/mastertronic-group.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/mastertronic-group,,,,,,,image/svg+xml,1200,600,e8d93905cf0a16c8f3f24f4a98fff6cdd753401a23a20c9f9c72480a5b47f722,No exact authentic logo was documented in the researched sources.
mastiff,Mastiff,6,both,company-logos/mastiff.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q6785541,Mastiff,WIKIDATA_SEARCH_EXACT_LABEL,Mastiff - Logo.png,https://commons.wikimedia.org/wiki/File:Mastiff_-_Logo.png,https://upload.wikimedia.org/wikipedia/commons/7/73/Mastiff_-_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://mastiff-games.com/,"Mastiff, LLC",http://www.mastiff-games.com/,https://www.wikidata.org/wiki/Q6785541,,https://en.wikipedia.org/wiki/Mastiff_%28company%29,https://www.regionatlas.games/compania/mastiff,+2002-00-00T00:00:00Z,,,,,,image/png,2075,835,4ce2d8b3eff0c33d654c062c5408986d258c457f1feff2fb4c91913e0befe05e,
masudaya-corp,Masudaya Corp,6,both,company-logos/masudaya-corp.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q11429314,Masudaya Corporation,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,http://www.masudaya.com/,https://www.wikidata.org/wiki/Q11429314,,https://en.wikipedia.org/wiki/Masudaya,https://www.regionatlas.games/compania/masudaya-corp,,,,,,,image/svg+xml,1200,600,f360ce29962d09d9d4ea8241566061a6303cab812defb1cd6e097690c422178c,Exact entity located but no documented logo claim was available.
mbl-research,MBL Research,6,developer,company-logos/mbl-research.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/mbl-research,,,,,,,image/svg+xml,1200,600,690238a20f7e139796f595eb4c96c22ddb4e3f78d6e4030c22826efe1f341415,No exact authentic logo was documented in the researched sources.
media-entertainment,Media Entertainment,6,both,company-logos/media-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,MULTIPLE_EXACT_LABEL_ENTITIES,,,,,,,,,,,,https://www.regionatlas.games/compania/media-entertainment,,,,,,,image/svg+xml,1200,600,b0ed8b2b00aa88414f8ac4c549bd8e80fd23a265d2a1283b68fcdd2842f7e70e,No exact authentic logo was documented in the researched sources.
mega-soft,Mega Soft,6,developer,company-logos/mega-soft.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/mega-soft,,,,,,,image/svg+xml,1200,600,5f8ee0dc2d6696f80ac4fdb6cad32d4fc8d0d5aa447e44886d37124f8a36402d,No exact authentic logo was documented in the researched sources.
microsoft,Microsoft,6,publisher,company-logos/microsoft.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,INDEX_CANDIDATE_NOT_EXACT_PRIMARY_LABEL,,,,,,,,,,,,https://www.regionatlas.games/compania/microsoft,,,,,,,image/svg+xml,1200,600,0cf23bcd02ce22ba77cb38483070d4a6679a7654be646c619665bbbbe5b3813a,No exact authentic logo was documented in the researched sources.
mojang-ab,Mojang AB,6,publisher,company-logos/mojang-ab.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/mojang-ab,,,,,,,image/svg+xml,1200,600,5b4983756f4af4d302902638b87046a4e8b0dbeb938f667dd11bf9e3010a54ce,No exact authentic logo was documented in the researched sources.
monolith-productions,Monolith Productions,6,developer,company-logos/monolith-productions.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q907357,Monolith Productions,WIKIDATA_SEARCH_EXACT_LABEL,"Monolith Productions, Inc..png","https://commons.wikimedia.org/wiki/File:Monolith_Productions,_Inc..png",https://upload.wikimedia.org/wikipedia/commons/9/95/Monolith_Productions%2C_Inc..png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"Monolith Productions, Inc.","Monolith Productions, Inc.",https://www.lith.com/,https://www.wikidata.org/wiki/Q907357,https://es.wikipedia.org/wiki/Monolith_Productions,https://en.wikipedia.org/wiki/Monolith_Productions,https://www.regionatlas.games/compania/monolith-productions,+1994-10-25T00:00:00Z,+2025-02-25T00:00:00Z,Q2319420,Q107074885,,,image/png,400,300,df5a7dcad331d726e4991a21868ddf34ffa0a68aae21e54b56c5ee5113502a94,
neopica,Neopica,6,developer,company-logos/neopica.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q52125123,Neopica,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.neopica.com,https://www.wikidata.org/wiki/Q52125123,,,https://www.regionatlas.games/compania/neopica,+2007-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,a5a6d52b51c98b522e3334f67bb15c5cab6c7f79c8ab9f60b276d01fd2767bb9,Exact entity located but no documented logo claim was available.
nexoft,Nexoft,6,both,company-logos/nexoft.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q139806798,NEXOFT Corporation,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139806798,,,https://www.regionatlas.games/compania/nexoft,+1989-02-24T00:00:00Z,+1991-07-24T00:00:00Z,,,,,image/svg+xml,1200,600,4942904c0c3cd16dd4cfddec4626b0418c6f8e4efdc542f4df1af4c3717d168a,Exact entity located but no documented logo claim was available.
nintendo-spd,Nintendo SPD,6,developer,company-logos/nintendo-spd.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/nintendo-spd,,,,,,,image/svg+xml,1200,600,7a5b0f055c153c1d006fcce00f4f28e4ea1f986216cce72e2bd5eee50410b89a,No exact authentic logo was documented in the researched sources.
origin,Origin,6,developer,company-logos/origin.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/origin,,,,,,,image/svg+xml,1200,600,6b945737106925e783a6aff6fba59c03f411c90b0218afa37708249978686814,No exact authentic logo was documented in the researched sources.
panda-indie-studio,Panda Indie Studio,6,developer,company-logos/panda-indie-studio.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/panda-indie-studio,,,,,,,image/svg+xml,1200,600,219382f9975f5e142ea33cd8e7816188b224fd945351e3555282a05f078fd405,No exact authentic logo was documented in the researched sources.
perfect-entertainment,Perfect Entertainment,6,developer,company-logos/perfect-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q3375309,Perfect Entertainment,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q3375309,,https://en.wikipedia.org/wiki/Perfect_Entertainment,https://www.regionatlas.games/compania/perfect-entertainment,+1991-01-01T00:00:00Z,+1999-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,09cf1e4f5a1401755c1f6ae9e73ec6e49d05a40045c02ab70d32394c05626535,Exact entity located but no documented logo claim was available.
phl-collective,PHL Collective,6,developer,company-logos/phl-collective.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q114934212,PHL Collective,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://phlcollective.com/,https://www.wikidata.org/wiki/Q114934212,,,https://www.regionatlas.games/compania/phl-collective,,,,,,,image/svg+xml,1200,600,4403d8b56de3f15203bc159f4bd319a9d93860bfc661acc8efa873326e562168,Exact entity located but no documented logo claim was available.
pixelheart,PIXELHEART Corporation,6,both,company-logos/pixelheart.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/pixelheart,,,,,,,image/svg+xml,1200,600,ce98bceca71967d60150bbd270ddf2d83ad65581ac2e96136b60fb2f74ff4220,No exact authentic logo was documented in the researched sources.
playstation-studios,PlayStation Studios,6,publisher,company-logos/playstation-studios.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,MULTIPLE_EXACT_LABEL_ENTITIES,,,,,,,,,,,,https://www.regionatlas.games/compania/playstation-studios,,,,,,,image/svg+xml,1200,600,6bdb09be23e9180cdc9fb6e6e243ac14dc6ba17672b92cfca288227422a60712,No exact authentic logo was documented in the researched sources.
polygon-magic,Polygon Magic,6,developer,company-logos/polygon-magic.svg,SITIO_OFICIAL_DOCUMENTADO,TRUE,VERY_HIGH,TRUE,Q7226426,Polygon Magic,WIKIDATA_SEARCH_EXACT_LABEL,logo.svg,https://www.polygonmagic.com/,https://www.polygonmagic.com/wp-content/themes/polygonmagic/resource/polygonmagic/dist/assets/images/logo.svg,Official-site asset; copyright/trademark status not explicitly licensed,,,,http://www.polygonmagic.com,https://www.wikidata.org/wiki/Q7226426,https://es.wikipedia.org/wiki/Polygon_Magic,https://en.wikipedia.org/wiki/Polygon_Magic,https://www.regionatlas.games/compania/polygon-magic,+1996-04-03T00:00:00Z,,,,,,image/svg+xml,254,38,48e7c29e4c0ab63967e851333b92732f693b446d72a753c25d1002cf2ab001f0,Official-site asset; copyright/trademark license was not explicitly stated and should be reviewed before publication.
progressive-media,Progressive Media,6,developer,company-logos/progressive-media.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/progressive-media,,,,,,,image/svg+xml,1200,600,d3630a66442e3467c139d55d252c78b953b75026f0f26eefbe1d7914e5035a73,No exact authentic logo was documented in the researched sources.
raizing,Raizing,6,developer,company-logos/raizing.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/raizing,,,,,,,image/svg+xml,1200,600,0127487701540db542b282a798ffc32bc20ba47259364215c68805f7b7a0673f,No exact authentic logo was documented in the researched sources.
ready-at-dawn,Ready at Dawn,6,developer,company-logos/ready-at-dawn.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q1340558,Ready at Dawn,WIKIDATA_SEARCH_EXACT_LABEL,Ready at Dawn Studios Logo.png,https://commons.wikimedia.org/wiki/File:Ready_at_Dawn_Studios_Logo.png,https://upload.wikimedia.org/wikipedia/commons/d/dd/Ready_at_Dawn_Studios_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,www.readyatdawn.com,Ready at Dawn,http://www.readyatdawn.com/,https://www.wikidata.org/wiki/Q1340558,https://es.wikipedia.org/wiki/Ready_at_Dawn_Studios,https://en.wikipedia.org/wiki/Ready_at_Dawn,https://www.regionatlas.games/compania/ready-at-dawn,+2003-01-01T00:00:00Z,+2024-00-00T00:00:00Z,Q16321326,,,,image/png,703,140,1b200f3d433e1ce2a2bea9f286232d9f273f614d290f2bab3a0710fbf020ac87,
readysoft,Readysoft,6,both,company-logos/readysoft.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q64167647,ReadySoft Incorporated,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q64167647,,https://en.wikipedia.org/wiki/ReadySoft,https://www.regionatlas.games/compania/readysoft,,,,,,,image/svg+xml,1200,600,e1198d4bb9f2519b4cea1e2d1a2b8227068d7731decdbe2cdba5461f328ff8c7,Exact entity located but no documented logo claim was available.
red-storm-entertainment,Red Storm Entertainment,6,both,company-logos/red-storm-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q769354,Red Storm Entertainment,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://redstorm.com/,https://www.wikidata.org/wiki/Q769354,https://es.wikipedia.org/wiki/Red_Storm_Entertainment,https://en.wikipedia.org/wiki/Red_Storm_Entertainment,https://www.regionatlas.games/compania/red-storm-entertainment,+1996-00-00T00:00:00Z,,Q188273,Q188273,,,image/svg+xml,1200,600,19b0bb992eb2049feeae718ef45ea65a65b3a8892d95e26d310750758999c811,Exact entity located but no documented logo claim was available.
rondomedia,rondomedia GmbH,6,both,company-logos/rondomedia.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/rondomedia,,,,,,,image/svg+xml,1200,600,a2e9ba17ba65c4d9f146dcacbb43ab7f86ff068ca533e02b958e94370d1720ae,No exact authentic logo was documented in the researched sources.
sandcastle,Sandcastle,6,developer,company-logos/sandcastle.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q140456533,Sandcastle,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://sandcastlegame.com/,https://www.wikidata.org/wiki/Q140456533,,,https://www.regionatlas.games/compania/sandcastle,,,,,,,image/svg+xml,1200,600,acc2e46c067ee4f249955bd34872c89266b1094b7e96dc2c54a1439cc6b98462,Exact entity located but no documented logo claim was available.
sanuk-games,Sanuk Games,6,both,company-logos/sanuk-games.png,SITIO_OFICIAL_DOCUMENTADO,TRUE,VERY_HIGH,TRUE,Q7420737,Sanuk Games,WIKIDATA_SEARCH_EXACT_LABEL,cropped-SanukGamesLogo-Horizontal.png,http://www.sanukgames.com,http://www.sanukgames.com/wp-content/uploads/2016/09/cropped-SanukGamesLogo-Horizontal.png,Official-site asset; copyright/trademark status not explicitly licensed,,,,http://www.sanukgames.com,https://www.wikidata.org/wiki/Q7420737,,,https://www.regionatlas.games/compania/sanuk-games,+2003-00-00T00:00:00Z,,,,,,image/png,1500,614,d201796bf14f9ab2248a4eeb3a1be246d550e544e720ae4c95e84838c08317af,Official-site asset; copyright/trademark license was not explicitly stated and should be reviewed before publication.
sce-studio-cambridge,SCE Studio Cambridge,6,developer,company-logos/sce-studio-cambridge.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/sce-studio-cambridge,,,,,,,image/svg+xml,1200,600,8ab75fc97f6edbee164db224ff68efd37d96c63ddec215a0fe6df6607888a52e,No exact authentic logo was documented in the researched sources.
sci-games,SCi Games Ltd.,6,publisher,company-logos/sci-games.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/sci-games,,,,,,,image/svg+xml,1200,600,8aabe705fec1789b5a48127fe83e4e4aa8f0875736d88c43730fe2229b7595e0,No exact authentic logo was documented in the researched sources.
seibu-kaihatsu,Seibu Kaihatsu,6,developer,company-logos/seibu-kaihatsu.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q2288948,Seibu Kaihatsu,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.seibu-kaihatsu.co.jp,https://www.wikidata.org/wiki/Q2288948,,https://en.wikipedia.org/wiki/Seibu_Kaihatsu,https://www.regionatlas.games/compania/seibu-kaihatsu,+1982-01-01T00:00:00Z,+1998-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,a30d8fed67b7f5d5c1c2e3442b39ee2ab40080ec95d4d4e1bdf73b20c9fafa7d,Exact entity located but no documented logo claim was available.
shogakukan-production,Shogakukan Production,6,publisher,company-logos/shogakukan-production.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/shogakukan-production,,,,,,,image/svg+xml,1200,600,250661acbb0decc35246d687cabf613b7d90a796ba91a8ee1e3ae40a96730c67,No exact authentic logo was documented in the researched sources.
sold-out-sales-and-marketing-ltd,Sold Out Sales and Marketing Ltd.,6,publisher,company-logos/sold-out-sales-and-marketing-ltd.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/sold-out-sales-and-marketing-ltd,,,,,,,image/svg+xml,1200,600,e6b95209a933d26296b7299713a945e75eab7a0143478e27b0785d90d1cedbb5,No exact authentic logo was documented in the researched sources.
sony-computer-entertainment-europe-ltd,"SONY Computer Entertainment Europe, Ltd",6,publisher,company-logos/sony-computer-entertainment-europe-ltd.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,INDEX_CANDIDATE_NOT_EXACT_PRIMARY_LABEL,,,,,,,,,,,,https://www.regionatlas.games/compania/sony-computer-entertainment-europe-ltd,,,,,,,image/svg+xml,1200,600,de2caa593aef007401aca7ac18d9c349a7894bed5010c989f54c097c6621ff32,No exact authentic logo was documented in the researched sources.
sony-santa-monica-studio,Sony Santa Monica Studio,6,developer,company-logos/sony-santa-monica-studio.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/sony-santa-monica-studio,,,,,,,image/svg+xml,1200,600,30565871b66fe6f1067196441ada15a4193e29ed3700366eeed2f9d365cf9fc3,No exact authentic logo was documented in the researched sources.
sproing-interactive-media,Sproing Interactive Media,6,developer,company-logos/sproing-interactive-media.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q2314125,Sproing Interactive Media,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.sproing.com/,https://www.wikidata.org/wiki/Q2314125,,https://en.wikipedia.org/wiki/Sproing_Interactive,https://www.regionatlas.games/compania/sproing-interactive-media,+2001-01-01T00:00:00Z,+2017-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,1c44a749e257418fb080a704c732e23a5bfa1104a7fe78d136fd1c6e781dd417,Exact entity located but no documented logo claim was available.
starfish,Starfish,6,both,company-logos/starfish.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/starfish,,,,,,,image/svg+xml,1200,600,b16b6208cc158be4936aa4a185fedc88fec3bc0fe1b29587177ae0e3e339f264,No exact authentic logo was documented in the researched sources.
survios,Survios,6,both,company-logos/survios.png,SITIO_OFICIAL_DOCUMENTADO,TRUE,VERY_HIGH,TRUE,Q28222801,Survios,WIKIDATA_SEARCH_EXACT_LABEL,survios-logo.png,https://survios.com/,https://survios.com/imgs/survios-logo.png,Official-site asset; copyright/trademark status not explicitly licensed,,,,https://survios.com/,https://www.wikidata.org/wiki/Q28222801,,https://en.wikipedia.org/wiki/Survios,https://www.regionatlas.games/compania/survios,+2013-01-01T00:00:00Z,,,,,,image/png,701,74,7338a7fbf9fddae394a53514b1bc1d6146a0bcc9bf11e6147815e6923f082fee,Official-site asset; copyright/trademark license was not explicitly stated and should be reviewed before publication.
t-amp-e-soft,T&E Soft,6,both,company-logos/t-amp-e-soft.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/t-amp-e-soft,,,,,,,image/svg+xml,1200,600,8142b3cfec82ec7a77e42ad2ef123df25834ad645bf617ced36f318affd47cb9,No exact authentic logo was documented in the researched sources.
take-2-interactive-software,Take 2 Interactive Software,6,publisher,company-logos/take-2-interactive-software.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/take-2-interactive-software,,,,,,,image/svg+xml,1200,600,580bfa6bd20088dbc49a91e5d3a6fe2a444376ce2dc5da0b25d254d9923ea6e9,No exact authentic logo was documented in the researched sources.
technopop,Technopop,6,developer,company-logos/technopop.gif,SITIO_OFICIAL_DOCUMENTADO,TRUE,VERY_HIGH,TRUE,Q7692650,Technopop,WIKIDATA_SEARCH_EXACT_LABEL,200_Technopop.gif,http://technopop.net/,http://technopop.net/images/200_Technopop.gif,Official-site asset; copyright/trademark status not explicitly licensed,,,,http://technopop.net/,https://www.wikidata.org/wiki/Q7692650,,,https://www.regionatlas.games/compania/technopop,+1990-00-00T00:00:00Z,+2000-00-00T00:00:00Z,,,,,image/gif,200,200,0216849b81468e8ac2c851b54e45ff0a96284256b44a0d4c46a565b31401267d,Official-site asset; copyright/trademark license was not explicitly stated and should be reviewed before publication.
